0,63
1,62
2,61
3,59
4,58
5,57
6,57
7,56
8,56
9,56
10,56
11,55
12,54
13,54
14,54
15,54
16,54
17,54
18,54
19,54
20,54
21,54
22,53
23,53
24,53
25,52
26,52
27,52
28,52
29,52
30,52
31,52
32,52
33,52
34,52
35,52
36,52
37,51
38,51
39,51
40,51
41,51
42,51
43,51
44,51
45,51
46,51
47,51
48,50
49,50
50,50
51,50
52,50
53,50
54,50
55,50
56,50
57,50
58,50
59,50
60,50
61,49
62,49
63,49
64,49
65,49
66,49
67,49
68,49
69,49
70,49
71,49
72,49
73,49
74,49
75,49
76,48
77,48
78,48
79,48
80,48
81,48
82,48
83,48
84,48
85,48
86,48
87,48
88,48
89,48
90,48
91,48
92,48
93,48
94,48
95,48
96,48
97,48
98,48
99,48
100,48
101,48
102,48
103,48
104,48
105,48
106,48
107,48
108,48
109,48
110,48
111,48
112,47
113,47
114,47
115,47
116,47
117,47
118,47
119,47
120,47
121,47
122,47
123,47
124,47
125,47
126,47
127,47
128,47
129,47
130,47
131,47
132,47
133,47
134,47
135,47
136,47
137,47
138,47
139,47
140,47
141,47
142,47
143,47
144,47
145,47
146,47
147,47
148,47
149,47
150,47
151,47
152,47
153,47
154,47
155,46
156,46
157,46
158,46
159,46
160,46
161,46
162,46
163,46
164,46
165,46
166,46
167,45
168,45
169,45
170,45
171,45
172,45
173,45
174,45
175,45
176,45
177,45
178,45
179,45
180,45
181,45
182,44
183,44
184,44
185,44
186,44
187,44
188,44
189,44
190,44
191,44
192,44
193,44
194,44
195,44
196,44
197,44
198,44
199,44
200,44
201,44
202,44
203,44
204,44
205,44
206,44
207,44
208,44
209,44
210,44
211,44
212,44
213,44
214,44
215,44
216,44
217,44
218,44
219,44
220,44
221,44
222,44
223,44
224,44
225,44
226,44
227,44
228,44
229,44
230,44
231,44
232,44
233,44
234,44
235,44
236,44
237,44
238,44
239,44
240,44
241,44
242,44
243,44
244,44
245,44
246,44
247,44
248,44
249,44
250,44
251,44
252,44
253,44
254,44
255,44
256,44
257,44
258,44
259,44
260,44
261,44
262,44
263,44
264,44
265,44
266,44
267,44
268,44
269,44
270,44
271,44
272,44
273,44
274,44
275,44
276,44
277,44
278,44
279,44
280,44
281,44
282,44
283,44
284,44
285,44
286,44
287,44
288,44
289,44
290,44
291,44
292,44
293,44
294,44
295,44
296,44
297,44
298,44
299,44
300,44
301,44
302,44
303,44
304,44
305,44
306,44
307,44
308,44
309,44
310,44
311,44
312,44
313,44
314,44
315,44
316,44
317,44
318,44
319,44
320,44
321,44
322,44
323,44
324,44
325,44
326,44
327,44
328,44
329,44
330,44
331,44
332,44
333,44
334,44
335,44
336,44
337,44
338,44
339,44
340,44
341,44
342,44
343,44
344,44
345,44
346,44
347,44
348,44
349,44
350,44
351,44
352,44
353,44
354,44
355,44
356,44
357,44
358,44
359,44
360,44
361,44
362,44
363,44
364,44
365,44
366,44
367,44
368,44
369,44
370,44
371,44
372,44
373,44
374,44
375,44
376,44
377,44
378,44
379,44
380,44
381,44
382,44
383,44
384,44
385,44
386,44
387,44
388,44
389,44
390,44
391,44
392,44
393,44
394,44
395,44
396,44
397,44
398,44
399,44
400,44
401,44
402,44
403,44
404,44
405,44
406,44
407,44
408,44
409,44
410,44
411,44
412,44
413,44
414,44
415,44
416,44
417,44
418,44
419,44
420,44
421,44
422,44
423,44
424,44
425,44
426,44
427,44
428,44
429,44
430,44
431,44
432,44
433,44
434,44
435,44
436,44
437,44
438,44
439,44
440,44
441,44
442,44
443,44
444,44
445,44
446,44
447,44
448,44
449,44
450,44
451,44
452,44
453,44
454,44
455,44
456,44
457,44
458,44
459,44
460,44
461,44
462,44
463,44
464,44
465,44
466,44
467,44
468,44
469,44
470,44
471,44
472,44
473,44
474,44
475,44
476,44
477,44
478,44
479,44
480,44
481,44
482,44
483,44
484,44
485,44
486,44
487,44
488,44
489,44
490,44
491,44
492,44
493,44
494,44
495,44
496,44
497,44
498,44
499,44
500,44
501,44
502,44
503,44
504,44
505,44
506,44
507,44
508,44
509,44
510,44
511,44
512,44
513,44
514,44
515,44
516,44
517,44
518,44
519,44
520,44
521,44
522,44
523,44
524,44
525,44
526,44
527,44
528,44
529,44
530,44
531,44
532,44
533,44
534,44
535,44
536,44
537,44
538,44
539,44
540,44
541,44
542,44
543,44
544,44
545,44
546,44
547,44
548,44
549,44
550,44
551,44
552,44
553,44
554,44
555,44
556,44
557,44
558,44
559,44
560,44
561,44
562,44
563,44
564,44
565,44
566,44
567,44
568,44
569,44
570,44
571,44
572,44
573,44
574,44
575,44
576,44
577,44
578,44
579,44
580,44
581,44
582,44
583,44
584,44
585,44
586,44
587,44
588,44
589,44
590,44
591,44
592,44
593,44
594,44
595,44
596,44
597,44
598,44
599,44
600,44
601,44
602,44
603,44
604,44
605,44
606,44
607,44
608,44
609,44
610,44
611,44
612,44
613,44
614,44
615,44
616,44
617,44
618,44
619,44
620,44
621,44
622,44
623,44
624,44
625,44
626,44
627,44
628,44
629,44
630,44
631,44
632,44
633,44
634,44
635,44
636,44
637,44
638,44
639,44
640,44
641,44
642,44
643,44
644,44
645,44
646,44
647,44
648,44
649,44
650,44
651,44
652,44
653,44
654,44
655,44
656,44
657,44
658,44
659,44
660,44
661,44
662,44
663,44
664,44
665,44
666,44
667,44
668,44
669,44
670,44
671,44
672,44
673,44
674,44
675,44
676,44
677,44
678,44
679,44
680,44
681,44
682,44
683,44
684,44
685,44
686,44
687,44
688,44
689,44
690,44
691,44
692,44
693,44
694,44
695,44
696,44
697,44
698,44
699,44
700,44
701,44
702,44
703,44
704,44
705,44
706,44
707,44
708,44
709,44
710,44
711,44
712,44
713,44
714,44
715,44
716,44
717,44
718,44
719,44
720,44
721,44
722,44
723,44
724,44
725,44
726,44
727,44
728,44
729,44
730,44
731,44
732,44
733,44
734,44
735,44
736,44
737,44
738,44
739,44
740,44
741,44
742,44
743,44
744,44
745,44
746,44
747,44
748,44
749,44
750,44
751,44
752,44
753,44
754,44
755,44
756,44
757,44
758,44
